bucket_min,symbol,distance_bucket,gamma_threshold_usd_per_pct,n,touch_pct,median_mfe_bps,median_mae_bps
5,QQQ,0.3-0.5%,1000,1518,23.517786561264824,18.985797882080078,18.898841857910156
5,QQQ,0.3-0.5%,5000,1518,23.517786561264824,18.985797882080078,18.898841857910156
5,QQQ,0.3-0.5%,25000,1518,23.517786561264824,18.985797882080078,18.898841857910156
5,QQQ,0.3-0.5%,100000,1518,23.517786561264824,18.985797882080078,18.898841857910156
5,QQQ,0.3-0.5%,500000,1518,23.517786561264824,18.985797882080078,18.898841857910156
5,QQQ,0.3-0.5%,2500000,1518,23.517786561264824,18.985797882080078,18.898841857910156
5,QQQ,0.3-0.5%,10000000,1474,23.88059701492537,18.985797882080078,18.98324203491211
5,QQQ,0.3-0.5%,50000000,994,27.16297786720322,20.301051139831543,20.63444995880127
5,QQQ,0.5-1%,1000,2927,4.133925521011275,18.83339500427246,20.347251892089844
5,QQQ,0.5-1%,5000,2927,4.133925521011275,18.83339500427246,20.347251892089844
5,QQQ,0.5-1%,25000,2927,4.133925521011275,18.83339500427246,20.347251892089844
5,QQQ,0.5-1%,100000,2927,4.133925521011275,18.83339500427246,20.347251892089844
5,QQQ,0.5-1%,500000,2927,4.133925521011275,18.83339500427246,20.347251892089844
5,QQQ,0.5-1%,2500000,2838,4.263565891472868,18.71177101135254,20.339630126953125
5,QQQ,0.5-1%,10000000,1891,5.8170280274986785,19.271568298339844,20.968464851379395
5,QQQ,0.5-1%,50000000,522,11.11111111111111,21.424541473388672,22.500194549560547
5,QQQ,1-1.5%,1000,1431,0.0,17.966472625732422,23.51938247680664
5,QQQ,1-1.5%,5000,1431,0.0,17.966472625732422,23.51938247680664
5,QQQ,1-1.5%,25000,1431,0.0,17.966472625732422,23.51938247680664
5,QQQ,1-1.5%,100000,1431,0.0,17.966472625732422,23.51938247680664
5,QQQ,1-1.5%,500000,1431,0.0,17.966472625732422,23.51938247680664
5,QQQ,1-1.5%,2500000,970,0.0,18.307231903076172,24.118616104125977
5,QQQ,1-1.5%,10000000,255,0.0,18.833849906921387,29.85500717163086
5,QQQ,1-1.5%,50000000,16,0.0,24.63173198699951,24.4779052734375
5,QQQ,1.5-2%,1000,644,0.0,16.16410255432129,25.133636474609375
5,QQQ,1.5-2%,5000,644,0.0,16.16410255432129,25.133636474609375
5,QQQ,1.5-2%,25000,644,0.0,16.16410255432129,25.133636474609375
5,QQQ,1.5-2%,100000,644,0.0,16.16410255432129,25.133636474609375
5,QQQ,1.5-2%,500000,642,0.0,16.16410255432129,25.12162971496582
5,QQQ,1.5-2%,2500000,244,0.0,13.981889724731445,33.23040771484375
5,QQQ,1.5-2%,10000000,36,0.0,14.091002941131592,46.52859306335449
5,QQQ,2-3%,1000,396,0.0,14.281591892242432,42.66958236694336
5,QQQ,2-3%,5000,396,0.0,14.281591892242432,42.66958236694336
5,QQQ,2-3%,25000,396,0.0,14.281591892242432,42.66958236694336
5,QQQ,2-3%,100000,396,0.0,14.281591892242432,42.66958236694336
5,QQQ,2-3%,500000,369,0.0,14.21701431274414,42.63343811035156
5,QQQ,2-3%,2500000,48,0.0,16.79259490966797,45.13719177246094
5,QQQ,3%+,1000,197,0.0,14.864335060119629,30.431198120117188
5,QQQ,3%+,5000,197,0.0,14.864335060119629,30.431198120117188
5,QQQ,3%+,25000,197,0.0,14.864335060119629,30.431198120117188
5,QQQ,3%+,100000,197,0.0,14.864335060119629,30.431198120117188
5,QQQ,3%+,500000,84,0.0,18.38273525238037,28.070106506347656
5,SPXW,0.3-0.5%,1000,3403,11.842491918895092,13.05331039428711,13.054325103759766
5,SPXW,0.3-0.5%,5000,3403,11.842491918895092,13.05331039428711,13.054325103759766
5,SPXW,0.3-0.5%,25000,3403,11.842491918895092,13.05331039428711,13.054325103759766
5,SPXW,0.3-0.5%,100000,3403,11.842491918895092,13.05331039428711,13.054325103759766
5,SPXW,0.3-0.5%,500000,3403,11.842491918895092,13.05331039428711,13.054325103759766
5,SPXW,0.3-0.5%,2500000,3403,11.842491918895092,13.05331039428711,13.054325103759766
5,SPXW,0.3-0.5%,10000000,3403,11.842491918895092,13.05331039428711,13.054325103759766
5,SPXW,0.3-0.5%,50000000,3215,12.223950233281492,13.420263290405273,13.649882316589355
5,SPXW,0.5-1%,1000,7123,0.9125368524498104,13.878010749816895,14.694360733032227
5,SPXW,0.5-1%,5000,7123,0.9125368524498104,13.878010749816895,14.694360733032227
5,SPXW,0.5-1%,25000,7123,0.9125368524498104,13.878010749816895,14.694360733032227
5,SPXW,0.5-1%,100000,7123,0.9125368524498104,13.878010749816895,14.694360733032227
5,SPXW,0.5-1%,500000,7123,0.9125368524498104,13.878010749816895,14.694360733032227
5,SPXW,0.5-1%,2500000,7120,0.9129213483146067,13.854682922363281,14.702048301696777
5,SPXW,0.5-1%,10000000,6332,1.010739102969046,14.362201690673828,14.740114212036133
5,SPXW,0.5-1%,50000000,3643,1.4273950041174857,15.466850280761719,16.049503326416016
5,SPXW,1-1.5%,1000,4741,0.0,15.276378154754639,15.659483909606934
5,SPXW,1-1.5%,5000,4741,0.0,15.276378154754639,15.659483909606934
5,SPXW,1-1.5%,25000,4741,0.0,15.276378154754639,15.659483909606934
5,SPXW,1-1.5%,100000,4741,0.0,15.276378154754639,15.659483909606934
5,SPXW,1-1.5%,500000,4741,0.0,15.276378154754639,15.659483909606934
5,SPXW,1-1.5%,2500000,4445,0.0,15.088163375854492,15.816442489624023
5,SPXW,1-1.5%,10000000,2252,0.0,15.088163375854492,17.6171817779541
5,SPXW,1-1.5%,50000000,430,0.0,14.92104434967041,23.172771453857422
5,SPXW,1.5-2%,1000,2880,0.0,14.712555885314941,17.083921432495117
5,SPXW,1.5-2%,5000,2880,0.0,14.712555885314941,17.083921432495117
5,SPXW,1.5-2%,25000,2880,0.0,14.712555885314941,17.083921432495117
5,SPXW,1.5-2%,100000,2880,0.0,14.712555885314941,17.083921432495117
5,SPXW,1.5-2%,500000,2880,0.0,14.712555885314941,17.083921432495117
5,SPXW,1.5-2%,2500000,1942,0.0,13.673609733581543,18.792587280273438
5,SPXW,1.5-2%,10000000,528,0.0,14.08630084991455,22.76754379272461
5,SPXW,1.5-2%,50000000,29,0.0,14.740114212036133,25.74234962463379
5,SPXW,2-3%,1000,2515,0.0,13.024901390075684,20.93508529663086
5,SPXW,2-3%,5000,2515,0.0,13.024901390075684,20.93508529663086
5,SPXW,2-3%,25000,2515,0.0,13.024901390075684,20.93508529663086
5,SPXW,2-3%,100000,2515,0.0,13.024901390075684,20.93508529663086
5,SPXW,2-3%,500000,2514,0.0,13.039105892181396,20.93508529663086
5,SPXW,2-3%,2500000,888,0.0,13.313328742980957,22.76754379272461
5,SPXW,2-3%,10000000,106,0.0,11.218355178833008,26.11293315887451
5,SPXW,3%+,1000,919,0.0,11.331258773803711,22.76754379272461
5,SPXW,3%+,5000,919,0.0,11.331258773803711,22.76754379272461
5,SPXW,3%+,25000,919,0.0,11.331258773803711,22.76754379272461
5,SPXW,3%+,100000,919,0.0,11.331258773803711,22.76754379272461
5,SPXW,3%+,500000,758,0.0,11.218355178833008,22.582782745361328
5,SPXW,3%+,2500000,85,0.0,11.218355178833008,31.203296661376953
5,SPY,0.3-0.5%,1000,1738,10.93210586881473,13.375186920166016,13.147785663604736
5,SPY,0.3-0.5%,5000,1738,10.93210586881473,13.375186920166016,13.147785663604736
5,SPY,0.3-0.5%,25000,1738,10.93210586881473,13.375186920166016,13.147785663604736
5,SPY,0.3-0.5%,100000,1738,10.93210586881473,13.375186920166016,13.147785663604736
5,SPY,0.3-0.5%,500000,1738,10.93210586881473,13.375186920166016,13.147785663604736
5,SPY,0.3-0.5%,2500000,1738,10.93210586881473,13.375186920166016,13.147785663604736
5,SPY,0.3-0.5%,10000000,1734,10.957324106113035,13.30652379989624,13.177704334259033
5,SPY,0.3-0.5%,50000000,1426,12.552594670406734,13.897087097167969,14.199098587036133
5,SPY,0.5-1%,1000,3369,0.9498367468091422,13.798849105834961,15.213655948638916
5,SPY,0.5-1%,5000,3369,0.9498367468091422,13.798849105834961,15.213655948638916
5,SPY,0.5-1%,25000,3369,0.9498367468091422,13.798849105834961,15.213655948638916
5,SPY,0.5-1%,100000,3369,0.9498367468091422,13.798849105834961,15.213655948638916
5,SPY,0.5-1%,500000,3369,0.9498367468091422,13.798849105834961,15.213655948638916
5,SPY,0.5-1%,2500000,3330,0.960960960960961,13.776847839355469,15.2037992477417
5,SPY,0.5-1%,10000000,2644,1.172465960665658,14.08590030670166,15.573875427246094
5,SPY,0.5-1%,50000000,999,2.4024024024024024,15.835330963134766,17.082763671875
5,SPY,1-1.5%,1000,1623,0.0,14.905667781829834,16.234352111816406
5,SPY,1-1.5%,5000,1623,0.0,14.905667781829834,16.234352111816406
5,SPY,1-1.5%,25000,1623,0.0,14.905667781829834,16.234352111816406
5,SPY,1-1.5%,100000,1623,0.0,14.905667781829834,16.234352111816406
5,SPY,1-1.5%,500000,1623,0.0,14.905667781829834,16.234352111816406
5,SPY,1-1.5%,2500000,1341,0.0,14.68770980834961,16.310083389282227
5,SPY,1-1.5%,10000000,560,0.0,15.878314018249512,15.80958366394043
5,SPY,1-1.5%,50000000,36,0.0,11.270608901977539,15.553701400756836
5,SPY,1.5-2%,1000,711,0.0,12.91105842590332,21.62954807281494
5,SPY,1.5-2%,5000,711,0.0,12.91105842590332,21.62954807281494
5,SPY,1.5-2%,25000,711,0.0,12.91105842590332,21.62954807281494
5,SPY,1.5-2%,100000,711,0.0,12.91105842590332,21.62954807281494
5,SPY,1.5-2%,500000,711,0.0,12.91105842590332,21.62954807281494
5,SPY,1.5-2%,2500000,364,0.0,13.603961944580078,23.26418113708496
5,SPY,1.5-2%,10000000,107,0.0,14.232705116271973,25.983028411865234
5,SPY,2-3%,1000,452,0.0,11.96752643585205,21.87249183654785
5,SPY,2-3%,5000,452,0.0,11.96752643585205,21.87249183654785
5,SPY,2-3%,25000,452,0.0,11.96752643585205,21.87249183654785
5,SPY,2-3%,100000,452,0.0,11.96752643585205,21.87249183654785
5,SPY,2-3%,500000,451,0.0,11.777689933776855,21.805938720703125
5,SPY,2-3%,2500000,105,0.0,13.365206718444824,22.846437454223633
5,SPY,2-3%,10000000,17,0.0,12.722689628601074,21.939044952392578
5,SPY,3%+,1000,227,0.0,11.052224159240723,20.611631393432617
5,SPY,3%+,5000,227,0.0,11.052224159240723,20.611631393432617
5,SPY,3%+,25000,226,0.0,11.16141653060913,20.611631393432617
5,SPY,3%+,100000,226,0.0,11.16141653060913,20.611631393432617
5,SPY,3%+,500000,159,0.0,11.270608901977539,17.9918212890625
